Item# (SKU),Item Name,Catalog Page,Imprint Area,Product Description,Price Includes,Imprint Method 1,Imprint Method 2,Shipping Weight (lbs),Shipping Quantity,Shipping Dimensions (inch),Packaging,Additional Info,Pricing-Qty1,Pricing-Qty2,Pricing-Qty3,Pricing-Qty4,Pricing-Qty5,Pricing-Price1,Pricing-Price2,Pricing-Price3,Pricing-Price4,Pricing-Price5,Pricing-Code1,Pricing-Code2,Pricing-Code3,Pricing-Code4,Pricing-Code5,Available Colors,Product Categories,Related Products,Search Keywords
MGNTCLDP,Magnet-O-Clip Dispenser,170,"1-1/2""h x 1-3/4""w","Acrylic clip dispenser, lid with magnet.    Approximately 90 coated metal clips.    Clips and lid color matching.    Actual size 4""h x 3""d at top x 2""d at bottom.",One color imprint.,Silkscreen,,19,72,15L x 21W x 14H,,,100,250,500,1000,2500,4.29,4.19,3.99,3.69,3.39,C,C,C,C,C,"REFLEX BLUE, GREEN, RED",Workplace,"GOLFBALL, GOLFBALL_CL, GOLFTEE, DIVOTFXR, TTLPROV1, DREMJRNL_CL, MAZEPN, CAMOBKSK, DRAWSWNW, DBLTKDS, 12PKBG, 6PKBG, BAYCLTOT, 11CAFECR, 12GRPNGO, 12ORBTMB, 15ORBTMG, 16ORBTMB, 18HYFLAT, 24AERIAL, 24REVNEO, BELLATMB, CLENFTBT, DRENBTL, ENDUTRIT, IGGINFSR,",
MICRCLTH,Microfiber Cleaning Cloth,137,"1-1/2""h x 2-1/8""w","6"" x 6"" microfiber cleaning cloth in clear PVC pouch.    Cloth can be used to clean any smooth surface and is great for mobile devices, MP3 players, eyeglasses, computer monitors and more.    Actual pouch size is 2-7/8""h x 3-3/4""w.    Individually polybag",One color imprint on pouch only.,Silkscreen,,25,1000,9L x 23W x 17H,Individually polybagged.,1. Printing on cloth is not available.   2. Will ship in pouch as shown.  3. Printed on side opposite the flap.  4. This item requires 2 days production time after art approval.,250,500,1000,1500,2500,1.23,1.17,1.09,1.05,0.99,C,C,C,C,C,"ROYAL BLUE, RED, WHITE",Workplace,"CITYLNH, KICKSTND, RETROHS, MULMDKPR, NOVLEDFL, MULMDATH, SLIDACLP, SAVYHND, HABTSHP, SPRFNBTL, MINIWIPE, SILVCMBO, HSEKYHLD, NEOCLONE, METROBK, MINICHI, HOWDYTZR, LTDFLTBL, MESURCUP, SHAKITUP, STADBLKT, ITABSLV, MAZEPN, IWEARST, LED17FLH, ONGOSANT, MINIA",
MICROSTD,Micro Media Stand,136,"1/2""h x 1-1/4""w","One end has a capped micro cleaning head and the opposite end opens to provide a stand for media devices.    Actual size is 2""h x 2""w.    Individually polybagged.",One color imprint.,Silkscreen,,18,500,11L x 11W x 8H,Individually polybagged.,,150,250,500,1000,2500,1.23,1.17,1.09,1.05,0.99,C,C,C,C,C,"WHITE/LIME, WHITE/BLACK, WHITE/RED, WHITE/BLUE",Techno Trends,"BEACHNIK, CHIBGLAM, 5TEDVPKL, RETRVKL, RTRMDLNG, WIPEOUT, UNOCUP, NVLATBCS, MINIWIPE, LOLATMBL, CLPCPHAN, MNLNTRL, RBSUNGLS, CRDLSO, 16CORMUG, CTYSLKNB, CLRTOTBG, CLPSLNCH, CMPFRLGT, TRIBSPK, USBCOLTK, TIDYUPKC, HEARTRE, USBCHRM, USBMTLKR, CINBKPN, TEKTRA",mediafamily
MICRPHKY,Micro Pouch Key Chain,284,"1-1/4"" diameter","PVC round pouch with micro cleaning cloth.    Cloth is great for cleaning media devices, eyeglasses, monitor screens and more.    Split key ring attached.    Cloth size is 4-3/4""h x 4-1/2""w.    Actual size is 2-3/8""diameter.    Individually polybagged.",One color imprint on pouch only.,Silkscreen,,27,500,22L x 17W x 9H,Individually polybagged.,Cloth imprint not available.,150,250,500,1000,2500,1.99,1.92,1.83,1.69,1.55,C,C,C,C,C,"BLUE, RED, GREEN, BLACK",Tools,"EARMEDIA, SILBRACS, SILBRACP, THMGOB25, THMGOBTL, SHAKITUP, 25QUEST_CL, SPECSBTL, STRAWCQ_CL, SMOOTHMV, YOGCLKT, PLANEWLM_CL, REGRTOT, EVERYSHP_CL, COMMTOT, XXLRECGY_CL, GOTOTE, VISTSLNG, WILSNGLS, UNIUSB, YOGABLK, NMDTRAD, TECHMSE_CL, USBAUTO, INSHPTOT, ","cleaning, cloth, eyewear, key ring, media, pouch"
MINIATH,Mini Mesh Golf Kit,229,"Mini Mesh Bag: 2-1/2""h x 4""w.      Golf Tee Set: 1/2""h x 2-1/2""w.      Divot Ball Marker: 1/2"" diameter on the ball marker and 1/2""h x 3/4""w on the divot repair tool.      Golf Balls: 7/8"" diameter.","Kit includes two Authoritee  golf balls, Mini Mesh Bag, Golf Tee Set and Divot Ball Marker.    Mini Mesh also available separately as  MINMESH.","One color imprint on each item in the pack, 1-4 color imprint on one pole of the golf balls.",Silkscreen,,38,120,9L x 23W x 17H,,1. This item requires an additional 2 day production time.    2. PMS color match not available.    3. Less than 1st column quantity not available.    4. Golf ball imprint will not be at exact polar opposite sides.  5. Free spec sample product exceptions i,72,144,288,576,1008,8.59,8.19,7.69,7.29,6.99,C,C,C,C,C,,Lifestyles,"GLFPKATH, MULMDATH, GESSENBG, SUNSCRGK, GOLFTEE, NITROGK, SHOEBAG, COL3PKATH, COLKEVPK, DRSPTGL, PLYCLATH, PARAPN, GAMEBLKT, RTRMDLNG, MGLFBATH_CL, HATTRKIWR, WRIONCLP_CL, SUNTOT, TRVLBLKT, FLDGOBG_CL, RLCPCLKT, MGNTCLDP, SNGLSCPM, QUADCLPN_CL, SUPCHP, CL",golfkit14
MINICHI,Mini Chi Chi Bag,189,"4""h x 5""w","115 gsm laminate front and gusset with non-woven back and front pocket.    Actual size is 10""h x 8""w x 5"" gusset with 12"" handles.",One color imprint.,Silkscreen,,16,200,14L x 17W x 16H,,,150,250,500,1000,2500,2.59,2.45,2.29,2.15,1.99,C,C,C,C,C,"PURPLE, LIME, BLUE, PINK",Bags,"MINWNDFL, 16CORCLR, CAMOFL, CMPFRLGT, ACTSPBTL, ALCHCMBO, VP, SUNSHDE, SUNTOT, ZIPCOOL, GSRVTQSR, TCHKYCN, USBMTLKR, 16SATMUG, 11CAFECR, BEVRCAD, BCKPKCLR, 6PKWAVE, 6PKCLBCL, 11CAFEMG, 12BISTRO, 14ECONMG, 12ORBTMB, 14PATTMB, 9TEDVPKL, 6PKTPATH, 5TEEPKL, B","pinktime, nonwoven, mini, lunch, pocket, shool, laminate, colorsurge, beach, bags, small, stuffing, tote"
MINIDESK,Mini Desk,169,"1-1/2""h x 2-1/4""w","New colors added!    Mini desk includes stapler, staples, tape,  and hole punch.    Great for small workspace or briefcase.    Actual size is 2-1/4""h x 3-1/2""w.    Individually polybagged.",One color imprint.,Silkscreen,,32,200,14L x 9W x 20H,Individually polybagged.,,150,250,500,1000,2500,2.89,2.79,2.65,2.45,2.25,C,C,C,C,C,"TRANS BLUE, CLEAR, TRANS RED, TRANS SMOKE",Workplace,"TRVLBLKT, HATTRKBO, TIREGE, PEAKBKSK, TCHKYCN, LGTUPLYD, SWNKYTMB, 16KARTMB, HATTRIKKT, SUNSHDSQ, TTLVLCTY, RETRVKL, CALLCASH, TTLPROV1, CLASSTRAV, CARNVPN, CLRFILE, GSRVTQSR, STANRMVR, HLTHHND, SHOTABST, SPSTKPD, MGNTCLDP, 12BISTRO, 12ORBTMB, 16CORTMB, 1",
MINISTKY,Mini Sticky Book,162,"2""h x 1-1/2""w","Book style with sticky notes and 5 colored flags.    Actual size is 3-1/2""h x 2-3/4""w.",One color imprint.,Silkscreen,,39,400,19L x 12W x 13H,,,250,500,1000,2500,5000,1.59,1.49,1.42,1.29,1.19,C,C,C,C,C,"BLACK, NATURAL, NAVY, WHITE",Workplace,"DRYITTWL, TIDYUPKC, HATCHBAG, CARASTRP, RIVET, TIRGEKYC, SILIPOCK, NORDGRIP, GLFPKATH, HLTHHND, CARDFOLI, SPECSBTL, SAXONPN, GESSENBG, THMGOB25, THMGOBTL, DENALIPN, 20TINTBB, SNGLSCPM, WEBTOTE, 11CAFECR, BEVRCAD, BCKPKCLR, 6PKWAVE, 6PKCLBCL, 11CAFEMG, 12B",
MINIWIPE,Hand Sanitizer Mini Wipe Canister,254,"1-1/2""h x 1-3/4""w",30 antibacterial non-alcohol formula wet wipes.    Cleans and sanitizes.    Convenient flip top with key chain.,4 color process digital label.,Four Color Process,,19,100,11L x 20W x 7H,,1. This item requires an additional 3 days production time.  2. Ships FOB Florida.,250,500,1000,1500,2500,1.35,1.29,1.24,1.15,1.05,C,C,C,C,C,"BLUE, GREEN, RED, WHITE, BLACK",Personal Care,"FACILTP, DREMJRNL_CL, PIGLETBK, REWNDHL, COZYCASE_CL, BRZYLNGR, CFLYERT, BIGLNGR, GTEES_CL, SUNSCRGK, GSHOPKATH, BIKEBTLC_CL, GAMESEAT_CL, GSDYTPJR, GSDAYTRP, FOOTLONG_CL, TTLNXTTR, COLDUF_CL, LNCHBDY, VANTMIR_CL, TONTGLPN_CL, TROBTMB, REVNBK_CL, GSRVTQSR",
MINIWRIT,Mini Write-Away Notebook,160,"1-1/2""h x 1-1/2""w","Plastic cover tucks in to close.    65 sheets of lined note paper.    Actual size is 4-1/4""h x 3-1/4""w.",One color imprint.,Silkscreen,,21,200,18L x 10W x 9H,,"1. We suggest using a 12pt. or larger size block font   to ensure the best quality imprint.   2. Due to nature of material, colors may vary.",250,500,1000,1500,2500,1.19,1.15,1.09,0.99,0.89,C,C,C,C,C,"RED, ORANGE, SMOKE, LIME GREEN, BLUE",Workplace,"STRSBL, STPLRMV, RIVET, FLOATER, 5TEEPKL, 16CORTMB, CACHEPN, WATMEDPC, JETBKSK, FLPNCHG, SILIPOCK, PEAKBKSK, COLKONE, TAGGEL, RETRVKL, 16FREFAC, CARAKEYR, VIBRNTLP, GSRVTQSR, VP, PENCASE, PROXPNHI, TEMPOMT, UNOLED, K2USBFAN, SUMMCMBO, TERRNBK, VIVDCMBO, 2","tangerinetango, sheets, plastic, note, lined, tucks"
MINMANCF_CL,Mini Mani Color File - Closeout,,"5/8""h x 1-1/2""w","Mini expandable 4-arm nail file and buffer.    Contains one fine grit file, one medium grit file and two buffers.    Actual size is 2-5/8""h x 7/8""w.    Individually polybagged.",One color imprint.,Silkscreen,,,,,Individually polybagged.,,,,,,,,,,,,,,,,,"ORANGE, PINK",Personal Care,"PARAPN, CRVGRPBL, WIDEMES, GAMEBLKT, GETFITDF, ELLSWORT, SHARKMCL, RTRMDLNG, ITABSLV, KICKSTND, HATTRKBO, WRIONCLP_CL, SUNTOT, TRVLBLKT, FLDGOBG_CL, RLCPCLKT, MGNTCLDP, SNGLSCPM, CLPSAFLS, QUADCLPN_CL, SUPCHP, RTBADG, CLPSFSTB_CL, SHKCLRKT, CTYCLRKT, USBM",
MINMESH_CL,Mini Mesh Bag - CLOSEOUT,205,"2-1/2""h x 4""w","210D front panel mesh bag with drawstring construction.    Actual size is 7""h x 7""w.",One color imprint.,Silkscreen,,,,,,,250,500,1000,1500,2500,1.69,1.59,1.45,1.35,1.25,C,C,C,C,C,"LIME, ORANGE, BLUE",Lifestyles,"BELLATMB, 34BUBTVL, PLASFAN, BUBKEG, SSLENDSP, CHIAMNTY_CL, MINIWRIT, CONCORD, CABANAPN, TRICRKSW_CL, SLMPKTL_CL, TWICEBTL, SODATRIT, MEDIALNG, MEDILNGS, SLKMPNCL, NEONBB, BUSCLGTG, RENPENC, CANOODPN, PIGGYBNK, TAGGEL, VIVIDPN, SPRTYWAV, 22FREDOM_CL, SLID",tangerinetango
MINWNDFL,Mini Wand Flashlight,275,"5/8""h x 2""w","Two way, oval shape flashlight.    4 LED lights on end and 6 LED lights on top  with on/off push button and carry strap.    Two AA batteries included.    Individually polybagged.    Actual size is 1-1/4""h x 4-3/8""w.",One color imprint.,Silkscreen,,21,200,8L x 17W x 11H,Individually polybagged.,,150,250,500,1000,2500,3.99,3.75,3.59,3.39,3.29,C,C,C,C,C,"RED, GREEN, BLUE, BLACK",Tools,"SOUNDEAR, ARROW, COPERCSE, BELMSTPN, BSKTBL, BASEBL, ONGOSANT, HOWDYTZR, STANRMVR, TAGGEL, APPLE, CARATIZE, LOLATMBL, MINIWIPE, SUNSHDE, 28BLEBTL, SILIPINT, PROPITUP, AUTOLNG, 6IN1, 25CONTAP, SUNSHDSQ, TCHKYCN, PARKYRG, FLSHSTK, VALETKR, EXERBODY, FLOS2GO","mini, strap, led, light battery, batteries, wand, oval"
MNLNTRL,Mini Lint Roller,221,"1/2""h x 1""w","Travel size lint roller with 30 tear off sheets each 3""h x 3-1/2""w.    Actual size is 6-1/2""h x 1""w.",One color imprint.,Silkscreen,,22,300,9L x 23W x 17H,Individually polybagged.,,250,500,1000,1500,2500,1.65,1.55,1.39,1.29,1.19,C,C,C,C,C,"BLACK, REFLEX BLUE",Personal Care,"CLRFILE, GSRVTQSR, STANRMVR, HLTHHND, SHOTABST, MEMOCUBE, SPSTKPD, DESKBOX, BASEBL, BSKTBL, ARROW, APPLE, CLPCPHAN, 16CORCLR, DENALIPN, 34BUBTVL, ELLSWORT, BEVRCDCM, SMOOTHMV, SUNTOT, SIPNSTYL, SUNLOTON, SOLARPN, SPECSBTL, SUNSTCK, SAVVYPN, RLCPCLBG, RDTR","lint removal, laundry, lint tape"
MP3MINI,Mini MP3 Player,120,"1/2""h x 1""w","Includes clear gift box, USB cable, head phones and user instructions.",One color imprint.,Silkscreen,,12,90,8L x 14W x 10H,Clear gift box.,1. Please specify memory capacity on PO.  2. This item requires a 3 week production time after art approval.  3. No rush available on this item.  4. Free spec sample product exceptions include all of the above stated in EQP exceptions. Spec sample decorat,,,,,,,,,,,,,,,,"SILVER, BLACK, PINK, LIME, BLUE, PURPLE",Techno Trends,"RETROHS, SUNSPYLB, CARYTMB, MEDILNGS, MICROSTD, MEDIALNG, SHOTABST, WRPITUP, EARMEDIA, MULMDKPR, KICKSTND, USBFOLD, SPRACLMC, SHARKMCL, SAWYRSLV, RTRMDLNG, HNDWARM, GSSLEEK, NEONBB, RETAPE, LIPBALM, EXMANPNC, SWAMPJUI, SUNLOTON, SUNSTCK, SOLSTPN, THMGOBTL",
MTYBRITE,Mighty Bright Mini Light,278,"1/4""h x 1-1/8""w","5 ultra-bright white LED lights.    Rubber on/off button.    Split key ring attached.    Batteries included.    Actual size is 1-1/16""h x 2-11/16""w.    Individually boxed.",One laser engraved imprint.,Laser Engraved,,25,200,18L x 13W x 11H,"Bulk, individually boxed.",Batteries not inserted.,150,250,500,1000,2500,3.29,3.15,2.89,2.65,2.49,C,C,C,C,C,"GREEN, BLUE, BLACK, RED",Tools,"INTOUCH, GELEHIGH, FLSHSTK, LGTUPLYD, BLAKEHI, PROXPNHI, LED17FLH, REWNDHL, LGTNLOOK, PHZRFLSH, FACILTP, CARRYON, SILVCMBO, RETRVKL, FIFTPWBK, SIBLEYHI, VIKINGPN, SLENDSIP, CARNVPRO, NVLATBCS, MINIWIPE, LOLATMBL, MNLNTRL, RBSUNGLS, CRDLSO, 16CORMUG, CTYSL","rubber, colors, batteries, attractive, cell, gift, laser, led, tough"
MULMDATH,Multimedia Keeper Golf Kit,235,"Multimedia Keeper:   Option 1  vertical : 3""h x 2""w  or  Option 2  horizontal : 2""h x 3"" w         Golf Tees: 7/16""h x 1-3/8"" w         Divot Ball Marker: 1/2"" diameter on the ball marker and 1/2""h x 3/4""w on the divot repair tool.        Golf Balls: 7/8""","Kit includes two Authoritee  golf balls, Multimedia Keeper, six 2-3/4"" Golf Tees, and a Divot Ball Marker.","One color imprint on each item in the kit, 1-4 color imprint on one pole of the golf balls.",Silkscreen,,43,150,9L x 23W x 17H,,1. This item requires an additional 2 day production time.    2. PMS color match not available.    3. Less than 1st column quantity not available.    4. Golf ball imprint will not be at exact polar opposite sides.  5. Carabiner not included.  6. Free spec,72,144,288,576,1008,8.39,8.09,7.89,7.69,7.39,C,C,C,C,C,,Lifestyles,"CITYLNH, KICKSTND, RETROHS, MULMDKPR, NOVLEDFL, STPLRMV, SLIDACLP, SAVYHND, HABTSHP, SPRFNBTL, MINIWIPE, SILVCMBO, HSEKYHLD, NEOCLONE, METROBK, MINICHI, HOWDYTZR, LTDFLTBL, MESURCUP, SHAKITUP, STADBLKT, ITABSLV, MICRCLTH, MAZEPN, IWEARST, LED17FLH, ONGOSA",golfkit14
MULMDKPR,Multimedia Keeper,113,"Option 1  vertical  : 3""h x 2""w    Option 2  horizontal  : 2""h x 3""w.","Neoprene-like media keeper provides  excellent protection of cell phones,  cameras, MP3 players and more.    Convenient carabiner clip attached.    Actual size is 5-1/4""h x 3""w.",One color imprint.,Silkscreen,,18,300,21L x 18W x 10H,,1. Imprint option  1 is standard.  2. Carabiner not intended for climbing.,150,250,500,1000,2500,1.84,1.74,1.64,1.54,1.45,C,C,C,C,C,"BLACK, RED, ROYAL, LIME, GRAY, NAVY",Techno Trends,"12ORBTMB, 11CAFECR, TPTPTMB, TOGOTMB, THMGOBTL, TRVBKPK, TIREGE, 14PATTMB, BREAKER, 12BISTRO, ADVENBPK, 14ECONMG, CHISHOP, CAMOBKSK, DBLSQBPK, WIPEOUT, WVEBKPK, AEROBKSK, CHIBGLAM, SWAMPJUI, 16JYMUG, 20FRSTBB, BIKEBTLC, 30POLYCL, MINIDESK, 16FREFAC, FLEXR",
MULTTASK,Multitasker,115,"5/8""h x 2""w","Collapsible media device holder.    Back piece detaches for cleaning  screen with microfiber strip.    Actual size is 3""h x 2-1/2""w.    Individually polybagged.",One color imprint.,Silkscreen,,28,250,17L x 11W x 18H,Individually polybagged.,,150,250,500,1000,2500,2.49,2.35,2.19,2.09,1.99,C,C,C,C,C,"BLACK/SILVER, BLUE/SILVER, LIME/SILVER, RED/SILVER",Techno Trends,"TIDYUPKC, TETHGEL, MICRPHKY, MINISTKY, BCOKC, ALBCOKC, MTYBRITE, RTRMDLNG, VIBRNTLP, LTDFLTBL, HOWDYTZR, BANDITBK, BASEBL, BSKTBL, ARROW, APPLE, CARATIZE, CLPCPHAN, 16CORCLR, DENALIPN, FXHEADPH, 34BUBTVL, BEVRCDCM, SMOOTHMV, SUNTOT, SIPNSTYL, SUNLOTON, ST",summer
MUTRDVTL,Multi Bit Travel Driver Tool,297,"3/4""h x 1-3/4""w","6 in 1 Screwdriver with ABS foldable case great for household use.    Features 3 phillips head and 3 flathead carbon steel bits and a magnetic holder for bits.    Actual size when closed 1.4"" h x 3.3"" w.",One color imprint.,Silkscreen,,23,200,8L x 16W x 9H,,,200,400,800,1200,2400,2.45,2.35,2.19,1.95,1.75,C,C,C,C,C,"BLACK, WHITE, BLUE",Tools,"HSEKYHLD, SILBRACS, SILBRACP, WHSKLT, DBLWVSB, DBLTKDS, DBLVISN, DBLSQBPK_CL, CLASSTRAV, MEETFOLO, FENDUFL_CL, RESRTOTE_CL, UNOLED, UNOMUG, LPMEDPCH, WATMEDPC, RLCPCLBG, TALSBKSK_CL, DRAWSWNW, KCMSHBK, THRDNSTD_CL, EARMEDIA, CORDKPR, WRPITUP, THMGOB25, TH",spaug14
MYSTLPN,My Style Lanyard Pen,83,"3/4""h x 1-1/2""w","Plastic barrel stylus with pen.    Lanyard attached with breakaway cord.    Black medium point refill.    Actual size of pen is 4-1/4""l.    Actual size of lanyard is 15-3/4"".    Individually polybagged.",One color imprint.,Silkscreen,,,,,Individually polybagged.,1. White imprint not available.  2. 2 day production from time of art approval.  3. Lanyard will ship detached from pen.  4. Some assembly required.  There is no set up charge on exact re-orders for writing instruments.,250,500,1000,2500,5000,1.39,1.35,1.29,1.25,1.19,C,C,C,C,C,"SILVER, BLACK, BLUE","Writing Instruments, Techno Trends","SUNLOTON, DENALIPN, THMGOB25_CL, SUNSTCK, WILLTOTE_CL, SWAMPJUI, NOLAPN_CL, TREMEBRT_CL, MANSALON, GEMHIPNS_CL, CLAYPN_CL, PANAPN_CL, CEOPEN_CL, MARKITUP_CL, MARCOPN_CL, SILNTHI_CL, SKEPNHI_CL, EXECNTFL_CL, ECOCLK_CL, GEMHIPEN_CL, KLICKPN_CL, JUMBOHI_CL, ",
NEOCLONE,Neo Can Cooler - One Sided Imprint,69,"2-1/2""h x 3""w one side","Neoprene material.    Fits most cans and bottles.    Actual size flat is 5-1/4""h x 4""w.    Actual size open is 4-1/8""h x 2-3/4""diameter.",One color imprint on one side.,Silkscreen,,23,600,21L x 15W x 13H,,,250,500,1000,2500,5000,1.59,1.49,1.39,1.29,1.19,C,C,C,C,C,"BLUE, BLACK, RED, HUNTER GREEN, NAVY","Drinkware, Coolers","YOGAMAT, 16JAMOCA, SMOOTHMV, ENDUTRIT, TREKRTUM, TRVLBLKT, GSDAYTRP, USBPEN, USBTWIST, 27FLPFRE, CLENFTBT, FORCSTUM, SNGLSCPM, CRESTJR, CRESTEX, 22GRPNGO, GRPGRAN, REGRTOT, SMPLCKSC, FOOTBL3, 16SATTMB, GFBXTMB, HEARTRE, STRSBL, STAR, PENCIL, GLOBE, LCLREX","flattens, hotdeals, felt, cup, can, flat, koozie, cans, cloth, bottles, coolers, cooler, koozies, larger, lined, neoprene, soda, summer"
NEOCLTWO,Neo Can Cooler - Two Sided Imprint,70,"2-1/2""h x 3""w each side","Neoprene material.    Fits most cans and bottles.    Actual size flat is 5-1/4""h x 4""w.    Actual size open is 4-1/8""h x 2-3/4""diameter.",One color imprint on two sides.,Silkscreen,,,,,,,250,500,1000,2500,5000,1.79,1.69,1.59,1.49,1.39,C,C,C,C,C,"BLUE, BLACK, RED, HUNTER GREEN, NAVY","Drinkware, Coolers","SPECSBTL, FLSHSTK, STYLITE, CARYTMB, TIREGE, TIRGEKYC, MEETFOLO, 20STD2GO, HANSPRAY, IRWINEXE, SUNSHDSQ, SUNSHDE, TRSTAMBG, ACTSPBTL, RLTRVMG, USBAUTO, SILIPOCK, SILICOME, TERRNBK, CINBKPN, WHSKLT, WIPEOUT, CHROM6PK, FLOATER, STCHSWKT, DRAWSPRT, DRAWBKSK,","flat, can cooler, hotdeals, neoprene, summer"
NEOFLAT,Neoprene Flat Bottle,43,"3""h x 2-1/2""w each side",BPA Free!    13oz. neoprene covered flat foldable bottle with carabiner.    Push pull opening with tethered cap.,One color imprint on cover only.,Silkscreen,,31,200,17L x 22W x 14H,,1. Volume and shape of bottle varies according to content.  2. Not intended for hot beverages.  3. Carabiner not intended for climbing.  4. Imprint on neoprene cover only.,150,250,500,1000,2500,4.79,4.59,4.19,3.99,3.69,C,C,C,C,C,"Blue, Red, Black",Drinkware,"DBLWVSB, DBLSQBPK, DBLSTBPK, DBLSQBPK_CL, CLASSTRAV, MEETFOLO, FENDUFL_CL, RESRTOTE_CL, BEVRCDCM, DRYITTWL, SILICOME, PAPRNTOT, BEACHNIK, HATTRIKKT, HATTRKIWR, SUNTOT, VIBRNTLP, PONZMNBG, STKPONKT, DBLCLPSL, WVEBKPK, TALSBKSK_CL, THRDNSTD_CL, CRDLSO, CORD","bpa free, neoprene covered, flat foldable bottle, easy travel and storage, summer"
NEONBB,Neon Bargain Buy Pencil,102,"3/4""h x 3-1/2""w",White rubber eraser.    Sharpening available.     2 lead.    Does not contain any recycled material.,One color imprint.,Silkscreen,,,,,,This item requires an additional 2 weeks production time for sharpening.  There is no set up charge on exact re-orders for writing instruments.,1000,2500,5000,7500,10000,0.3,0.27,0.24,0.23,0.21,C,C,C,C,C,"NEON GREEN, NEON ORANGE, NEON PINK, NEON YELLOW",Writing Instruments,"34BUBTVL, CHIAMNTY_CL, TRICRKSW_CL, SLMPKTL_CL, TWICEBTL, TAGGEL, 22FREDOM_CL, HLTHHND, TRVSETBG_CL, CRWNGRPT_CL, RBSUNGLS, VELOSTPN, FORCSTUM, HATTRIKKT, STKPONKT, COMJOTPN, PNPALNBK, PIVTLKR_CL, PLYCLATH, MINMESH_CL, 24AERIAL, 17OUTBK, MINMANCF_CL, CRES","neon, sharpening, rubber, tangerinetango, bright"
NIKISTPN,Nikki Stylus Pen,79,"1/2""h x 1-1/2""w","Plastic barrel ball point pen with silicone stylus and black refill.      Actual size 5-5/8"".     Retractable mechanism.     Pen/stylus combination at tip.",One color imprint.,Silkscreen,,,,,,There is no set up charge on exact re-orders for writing instruments.,500,750,1000,2500,5000,1.09,0.99,0.85,0.69,0.59,C,C,C,C,C,"Blue, Green, Neon Yellow, Orange, Pink",Writing Instruments,"BARBRTLT, ELLISTPN, VWINOPN, UNOLED, UNOCCLR, BEVRCDCM, LETHSTPK_CL, FLOATER, LEDTORCK, SONICKL_CL, MICRPHKY, RETRVKL, RIVET, TCHKYCN, MAGNIKL_CL, WHISTLE_CL, QUADCANV, COL3PKATH, JETBKSK, COLKEVPK, RIVALBKS, SHKSDST, METROBK_CL, PEAKBKSK, MEDIASTA, RIBBO",
NITROGK,Nitro Golf Kit,234,"Nitro Backsack: 5""h x 8""w  Divot Ball Marker: 1/2"" diameter ball marker and 1/2""h x 3/4""w divot repair tool 2-3/4""   Golf Tees: 7/16""h x 1-3/8""w   Golf Towel: 12""h x 6""w","Kit includes Nitro Backsack, Golf Towel, Divot Ball Marker and five 2-3/4"" Golf Tees.",One color imprint on each item in the pack.,Silkscreen,,25,100,13L x 30W x 13H,,1. This item requires an additional 2 day production time.    2. PMS color match not available.    3. Less than 1st column quantity not available.  4. Free spec sample product exceptions include all of the above stated in EQP exceptions. Spec sample decor,72,144,288,576,1008,10.89,10.39,9.79,9.09,8.39,C,C,C,C,C,,Lifestyles,"JAVAMUG_CL, TRINJR_CL, TRINEXC_CL, CATLINEX, NVLATBJR, NVLATBCS, CANUSAVE, PIGGYBNK_CL, STCROPNW, YORKPEN, STCROPNM, SOLARPN, YORKPNM, FESTVLPN, ESQPEN, SOLSTPN, SAXONPN, STYLPEN, VIKINGPN, PARSNYPN, GOLFBALL_CL, FORCSTUM, CARLEYCL, TRICRKSW_CL, CSTCK, SU",golfkit14
NMDTRAD,Nomad Travel Adaptor,222,"1""h x 1-7/8""w","Travel adapter snaps together for storage.    Includes 4 universal functions, US, UK, EU and  AU outlets.    Rated to handle 100-125V/6A and 220-250V/3A  standards.    Do not use devices requiring higher power.    Packaged in white box with instruction sh",One color imprint.,Silkscreen,,22,100,13L x 13W x 12H,White Box,,100,250,500,1000,2500,4.99,4.89,4.59,4.29,3.99,C,C,C,C,C,"BLACK, WHITE",Lifestyles,"PENCIL, GLOBE, RIBBON, STRSBL, STAR, FOOTBL3, CAMOKLR, SLICKCLR, TETHGEL, 20STD2GO, RUBMSPD, BUBKEG, 16SATMUG, 16GRPNGO, 18FLPFRE, 16CORMUG, JAVAMUG, BABBUBKG, 16JAMOCA, SHOEKT, SILBRACS, SILBRACP, MAGNAJMB, CLIPRND, ESQPEN, COVCLBD, MAGNACLP, SNGLSCPM, C",holidaytravel
NOLAPN_CL,Nola Pen - Closeout,,"5/8""h x 1-1/4""w",Sleek metallic colored barrel with large black  grip. Plastic chrome silver trim. Retractable mechanism. Medium point black refill. Individually polybagged.,One color imprint.,Silkscreen,,,,,Individually polybagged.,There is no set up charge on exact re-orders for writing instruments.,500,,,,,0.55,,,,,C,,,,,"BLUE, RED",Writing Instruments,"CABANAPN_CL, MANI2GO_CL, SPHRLTOP_CL, FXHEADPH, PROPITUP, FLOS2GO_CL, HIFIVHI_CL, TEMPOPNW_CL, CAPTVAPN_CL, TEMPOPN_CL, LAPTPSLV_CL, HEARTRE, GLOBE, STRSBL, RIBBON_CL, STAR, KLICKPN_CL, CEOPEN_CL, CUBELEDK_CL, GEMINPNS_CL, INTOUCH, VIBRNTLP, SPRTYWAV_CL, ",
